incident_id,date,time,activity_type,location_type,description,severity,risk_score,risk_level,weather,shift,ppe_compliance_pct,previous_incidents_30d,crew_size
INC-0329,2024-02-04,19:05,Excavation,Excavation Area,Excavation walls showing signs of instability.,Near Miss,33.9,MEDIUM,Windy,Night,88,0,8
INC-0026,2024-02-06,08:49,Scaffolding,Scaffolding Area,Incomplete scaffold tagging system observed.,Near Miss,64.4,HIGH,Clear,Day,63,1,14
INC-0233,2024-02-06,06:05,Welding,Building Site,Welding conducted near flammable materials.,Moderate,40.5,MEDIUM,Clear,Day,98,0,9
INC-0375,2024-02-12,22:05,Excavation,Road/Access Area,No safe access/egress ladder provided in trench.,Major,40.4,MEDIUM,Rain,Night,86,0,10
INC-0316,2024-02-13,07:08,Working at Height,Building Site,Ladder used beyond recommended height without stabilization.,Major,71.3,CRITICAL,Windy,Day,60,0,6
INC-0474,2024-02-14,13:18,Scaffolding,Scaffolding Area,Missing guardrail on scaffold platform.,Minor,36.5,MEDIUM,Clear,Day,81,0,3
INC-0220,2024-02-17,14:56,Confined Space,Excavation Area,Emergency retrieval system not set up before entry.,Major,67.7,CRITICAL,Windy,Day,99,0,7
INC-0399,2024-02-17,18:11,Lifting,Warehouse,Rigging inspection not completed before lift.,Near Miss,11.0,LOW,Clear,Day,89,0,8
INC-0041,2024-02-19,09:14,Excavation,Road/Access Area,No safe access/egress ladder provided in trench.,Near Miss,48.6,HIGH,Adverse,Day,86,0,6
INC-0450,2024-02-19,15:08,Housekeeping,Building Site,Obstruction observed blocking emergency access route.,Moderate,38.7,MEDIUM,Adverse,Day,77,0,5
INC-0227,2024-02-21,07:11,Confined Space,Electrical Room,Ventilation equipment not in place for confined space entry.,Major,67.7,CRITICAL,Clear,Day,60,1,3
INC-0202,2024-02-24,10:01,Vehicle Movement,Loading Area,Vehicle observed exceeding site speed limit.,Major,39.7,MEDIUM,Rain,Day,82,0,3
INC-0274,2024-02-24,13:56,Housekeeping,Building Site,Spilled material not cleaned up promptly.,Near Miss,18.2,LOW,Rain,Day,82,0,3
INC-0244,2024-02-25,18:52,Confined Space,Electrical Room,Emergency retrieval system not set up before entry.,Moderate,67.0,CRITICAL,Rain,Day,84,1,3
INC-0284,2024-02-26,16:24,Housekeeping,Warehouse,Spilled material not cleaned up promptly.,Near Miss,12.2,LOW,Rain,Day,88,0,7
INC-0058,2024-02-27,22:37,Electrical Work,Building Site,Improper lockout/tagout procedure observed.,Major,53.5,HIGH,Rain,Night,61,0,4
INC-0393,2024-02-27,12:07,Welding,Warehouse,Fire watch not posted during hot work.,Moderate,75.2,CRITICAL,Rain,Day,54,3,7
INC-0240,2024-02-28,19:04,Material Handling,Loading Area,Stacked materials observed in an unstable configuration.,Moderate,48.3,HIGH,Rain,Night,74,0,13
INC-0146,2024-02-28,06:30,Lifting,Building Site,Rigging inspection not completed before lift.,Minor,29.6,MEDIUM,Clear,Day,91,2,3
INC-0090,2024-03-01,10:45,Electrical Work,Electrical Room,Exposed wiring near a wet work area.,Near Miss,30.9,MEDIUM,Clear,Day,90,0,1
INC-0027,2024-03-03,19:10,Excavation,Excavation Area,Excavation walls showing signs of instability.,Near Miss,33.3,MEDIUM,Clear,Night,86,0,5
INC-0199,2024-03-04,20:08,Working at Height,Scaffolding Area,Unprotected edge observed during elevated work.,Minor,56.2,HIGH,Clear,Night,93,2,5
INC-0047,2024-03-05,07:18,Scaffolding,Building Site,Scaffold access partially obstructed.,Near Miss,47.0,MEDIUM,Windy,Day,78,0,11
INC-0093,2024-03-06,20:15,Vehicle Movement,Road/Access Area,Pedestrian and vehicle routes not segregated.,Near Miss,29.4,MEDIUM,Clear,Night,77,0,4
INC-0487,2024-03-07,22:07,Welding,Building Site,Fire watch not posted during hot work.,Near Miss,45.1,MEDIUM,Clear,Night,56,0,6
INC-0022,2024-03-08,23:18,Confined Space,Electrical Room,No standby attendant present during confined space work.,Minor,51.4,HIGH,Clear,Night,93,1,6
INC-0225,2024-03-09,19:43,Confined Space,Excavation Area,Confined space entry without atmospheric testing.,Moderate,48.1,HIGH,Rain,Night,99,0,3
INC-0376,2024-03-10,06:13,Electrical Work,Building Site,Improper lockout/tagout procedure observed.,Moderate,55.8,HIGH,Windy,Day,77,2,2
INC-0415,2024-03-10,21:55,Lifting,Building Site,Rigging inspection not completed before lift.,Minor,44.8,MEDIUM,Rain,Night,81,1,9
INC-0364,2024-03-11,17:21,Housekeeping,Building Site,Debris accumulation observed in walkway.,Moderate,50.6,HIGH,Adverse,Day,59,0,12
INC-0425,2024-03-11,17:54,Housekeeping,Building Site,Tools left in walking path after task completion.,Near Miss,29.2,MEDIUM,Clear,Day,81,0,13
INC-0004,2024-03-11,13:40,Housekeeping,Building Site,Debris accumulation observed in walkway.,Near Miss,31.6,MEDIUM,Windy,Day,67,0,9
INC-0088,2024-03-12,06:20,Working at Height,Building Site,Ladder used beyond recommended height without stabilization.,Minor,42.4,MEDIUM,Windy,Day,93,0,6
INC-0321,2024-03-13,09:21,Excavation,Excavation Area,Inadequate barricading around excavation area.,Minor,48.8,HIGH,Clear,Day,76,0,3
INC-0387,2024-03-13,22:48,Electrical Work,Building Site,Exposed wiring near a wet work area.,Near Miss,49.8,HIGH,Clear,Night,40,0,6
INC-0179,2024-03-14,13:40,Housekeeping,Building Site,Tools left in walking path after task completion.,Minor,0.8,LOW,Clear,Day,100,0,2
INC-0118,2024-03-15,17:23,Confined Space,Excavation Area,Emergency retrieval system not set up before entry.,Minor,37.1,MEDIUM,Clear,Day,95,0,8
INC-0034,2024-03-15,11:35,Housekeeping,Warehouse,Spilled material not cleaned up promptly.,Minor,5.8,LOW,Rain,Day,100,0,1
INC-0390,2024-03-16,16:35,Lifting,Building Site,Improper lifting zone setup observed.,Near Miss,27.8,LOW,Windy,Day,100,0,7
INC-0091,2024-03-16,21:05,Excavation,Road/Access Area,Excavation walls showing signs of instability.,Moderate,84.7,CRITICAL,Windy,Night,63,2,2
INC-0464,2024-03-18,15:04,Welding,Building Site,Fire watch not posted during hot work.,Near Miss,9.5,LOW,Clear,Day,84,0,7
INC-0080,2024-03-19,16:30,Vehicle Movement,Loading Area,Blind spot hazard noted at site access road.,Near Miss,29.3,MEDIUM,Rain,Day,83,0,6
INC-0422,2024-03-22,06:50,Electrical Work,Electrical Room,Live electrical panel left unlocked and unattended.,Moderate,52.1,HIGH,Adverse,Day,100,1,3
INC-0190,2024-03-22,07:43,Electrical Work,Building Site,Improper lockout/tagout procedure observed.,Major,77.1,CRITICAL,Adverse,Day,76,2,4
INC-0236,2024-03-22,13:08,Excavation,Road/Access Area,Inadequate barricading around excavation area.,Minor,15.5,LOW,Clear,Day,97,0,1
INC-0443,2024-03-23,18:59,Confined Space,Electrical Room,Emergency retrieval system not set up before entry.,Major,73.4,CRITICAL,Clear,Day,73,3,7
INC-0143,2024-03-24,19:34,Vehicle Movement,Road/Access Area,Pedestrian and vehicle routes not segregated.,Near Miss,37.6,MEDIUM,Clear,Night,58,0,5
INC-0052,2024-03-24,12:21,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Minor,75.0,CRITICAL,Rain,Day,50,1,10
INC-0070,2024-03-25,09:47,Housekeeping,Building Site,Obstruction observed blocking emergency access route.,Moderate,52.7,HIGH,Rain,Day,69,0,8
INC-0359,2024-03-28,21:37,Excavation,Excavation Area,Excavation walls showing signs of instability.,Major,46.8,MEDIUM,Rain,Night,100,0,9
INC-0398,2024-03-29,18:10,Housekeeping,Building Site,Debris accumulation observed in walkway.,Near Miss,24.4,LOW,Clear,Day,60,0,5
INC-0292,2024-04-01,07:19,Confined Space,Excavation Area,Emergency retrieval system not set up before entry.,Minor,63.8,HIGH,Clear,Day,46,0,4
INC-0183,2024-04-01,11:38,Excavation,Road/Access Area,Spoil pile placed too close to excavation edge.,Near Miss,47.7,MEDIUM,Rain,Day,75,0,4
INC-0217,2024-04-02,20:15,Welding,Warehouse,Fire watch not posted during hot work.,Moderate,57.2,HIGH,Adverse,Night,68,0,6
INC-0196,2024-04-05,13:56,Material Handling,Warehouse,Improper storage of materials near a walkway.,Near Miss,20.0,LOW,Clear,Day,71,1,8
INC-0123,2024-04-05,08:19,Electrical Work,Electrical Room,Improper lockout/tagout procedure observed.,Major,57.3,HIGH,Rain,Day,64,0,4
INC-0272,2024-04-05,12:46,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Minor,39.4,MEDIUM,Clear,Day,87,0,7
INC-0406,2024-04-07,21:50,Lifting,Loading Area,Exclusion zone around lift not maintained.,Moderate,41.1,MEDIUM,Clear,Night,75,0,7
INC-0404,2024-04-08,22:25,Electrical Work,Building Site,Exposed wiring near a wet work area.,Minor,39.2,MEDIUM,Clear,Night,83,0,3
INC-0055,2024-04-08,22:13,Vehicle Movement,Road/Access Area,Pedestrian and vehicle routes not segregated.,Near Miss,27.9,LOW,Clear,Night,83,0,4
INC-0145,2024-04-09,19:40,Electrical Work,Electrical Room,Live electrical panel left unlocked and unattended.,Moderate,59.8,HIGH,Clear,Night,80,1,5
INC-0071,2024-04-10,11:39,Material Handling,Loading Area,Stacked materials observed in an unstable configuration.,Near Miss,21.5,LOW,Clear,Day,98,0,4
INC-0066,2024-04-12,11:43,Confined Space,Electrical Room,Emergency retrieval system not set up before entry.,Minor,53.1,HIGH,Clear,Day,75,0,5
INC-0454,2024-04-13,23:29,Housekeeping,Building Site,Tools left in walking path after task completion.,Near Miss,13.7,LOW,Clear,Night,75,0,3
INC-0310,2024-04-15,14:41,Housekeeping,Warehouse,Spilled material not cleaned up promptly.,Near Miss,0.7,LOW,Clear,Day,93,0,8
INC-0246,2024-04-15,10:30,Vehicle Movement,Loading Area,Pedestrian and vehicle routes not segregated.,Major,41.7,MEDIUM,Rain,Day,100,0,6
INC-0223,2024-04-17,10:23,Vehicle Movement,Loading Area,Vehicle reversing without a spotter present.,Minor,38.7,MEDIUM,Clear,Day,65,0,6
INC-0089,2024-04-20,06:28,Working at Height,Scaffolding Area,Fall arrest harness not properly anchored.,Minor,46.6,MEDIUM,Clear,Day,79,1,3
INC-0175,2024-04-25,20:04,Lifting,Loading Area,Load exceeded rated capacity of lifting equipment.,Near Miss,48.3,HIGH,Windy,Night,71,0,7
INC-0129,2024-04-26,12:15,Housekeeping,Warehouse,Tools left in walking path after task completion.,Minor,22.9,LOW,Clear,Day,72,1,6
INC-0250,2024-04-27,23:22,Scaffolding,Scaffolding Area,Incomplete scaffold tagging system observed.,Minor,35.9,MEDIUM,Clear,Night,77,0,3
INC-0182,2024-04-28,14:25,Material Handling,Loading Area,Stacked materials observed in an unstable configuration.,Near Miss,4.4,LOW,Clear,Day,96,0,6
INC-0361,2024-04-28,14:16,Confined Space,Electrical Room,Confined space entry without atmospheric testing.,Moderate,74.0,CRITICAL,Rain,Day,68,0,9
INC-0178,2024-04-28,19:17,Welding,Building Site,Welding screen missing in shared work area.,Moderate,41.6,MEDIUM,Rain,Night,71,1,4
INC-0117,2024-04-29,18:07,Material Handling,Warehouse,Stacked materials observed in an unstable configuration.,Moderate,35.2,MEDIUM,Adverse,Day,80,0,1
INC-0191,2024-05-02,12:42,Lifting,Building Site,Exclusion zone around lift not maintained.,Minor,38.1,MEDIUM,Windy,Day,90,0,10
INC-0075,2024-05-04,12:02,Electrical Work,Building Site,Live electrical panel left unlocked and unattended.,Major,49.0,HIGH,Clear,Day,45,0,3
INC-0324,2024-05-04,10:57,Lifting,Loading Area,Improper lifting zone setup observed.,Moderate,38.2,MEDIUM,Clear,Day,69,0,1
INC-0301,2024-05-05,15:37,Vehicle Movement,Loading Area,Pedestrian and vehicle routes not segregated.,Moderate,46.9,MEDIUM,Rain,Day,84,0,6
INC-0339,2024-05-06,15:03,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Moderate,46.6,MEDIUM,Rain,Day,75,0,7
INC-0431,2024-05-07,23:45,Housekeeping,Warehouse,Obstruction observed blocking emergency access route.,Moderate,9.7,LOW,Clear,Night,80,0,2
INC-0382,2024-05-08,12:16,Vehicle Movement,Loading Area,Vehicle observed exceeding site speed limit.,Minor,42.9,MEDIUM,Rain,Day,77,1,7
INC-0069,2024-05-08,20:31,Electrical Work,Electrical Room,Live electrical panel left unlocked and unattended.,Moderate,46.7,MEDIUM,Windy,Night,66,0,5
INC-0483,2024-05-09,20:26,Lifting,Warehouse,Load exceeded rated capacity of lifting equipment.,Minor,27.1,LOW,Clear,Night,91,0,2
INC-0282,2024-05-13,17:13,Electrical Work,Electrical Room,Exposed wiring near a wet work area.,Minor,36.4,MEDIUM,Clear,Day,73,0,2
INC-0358,2024-05-14,10:39,Scaffolding,Scaffolding Area,Scaffold access partially obstructed.,Near Miss,42.6,MEDIUM,Clear,Day,69,0,5
INC-0239,2024-05-14,23:19,Excavation,Road/Access Area,Inadequate barricading around excavation area.,Minor,58.1,HIGH,Rain,Night,79,1,2
INC-0168,2024-05-14,09:31,Excavation,Road/Access Area,Spoil pile placed too close to excavation edge.,Moderate,53.8,HIGH,Clear,Day,77,1,4
INC-0269,2024-05-14,18:13,Working at Height,Building Site,Unprotected edge observed during elevated work.,Major,53.2,HIGH,Adverse,Day,72,0,13
INC-0370,2024-05-15,13:56,Material Handling,Loading Area,Obstructed walkway due to stored materials.,Moderate,52.7,HIGH,Adverse,Day,100,1,1
INC-0285,2024-05-16,07:16,Welding,Warehouse,Inadequate ventilation observed during welding task.,Near Miss,22.0,LOW,Windy,Day,100,0,6
INC-0221,2024-05-18,13:02,Excavation,Excavation Area,Spoil pile placed too close to excavation edge.,Near Miss,48.4,HIGH,Clear,Day,75,0,7
INC-0164,2024-05-18,21:24,Scaffolding,Scaffolding Area,Scaffold access partially obstructed.,Major,55.6,HIGH,Adverse,Night,74,0,5
INC-0438,2024-05-20,09:00,Excavation,Road/Access Area,No safe access/egress ladder provided in trench.,Near Miss,40.3,MEDIUM,Clear,Day,85,1,6
INC-0120,2024-05-21,07:49,Excavation,Road/Access Area,No safe access/egress ladder provided in trench.,Moderate,41.0,MEDIUM,Rain,Day,74,0,1
INC-0469,2024-05-21,08:18,Lifting,Building Site,Load exceeded rated capacity of lifting equipment.,Minor,36.9,MEDIUM,Clear,Day,99,0,4
INC-0177,2024-05-22,16:50,Housekeeping,Building Site,Tools left in walking path after task completion.,Near Miss,26.3,LOW,Clear,Day,59,0,3
INC-0111,2024-05-27,21:06,Electrical Work,Building Site,Damaged electrical cable observed.,Minor,44.8,MEDIUM,Windy,Night,83,0,7
INC-0215,2024-05-27,15:19,Vehicle Movement,Road/Access Area,Vehicle reversing without a spotter present.,Near Miss,22.5,LOW,Clear,Day,87,0,6
INC-0451,2024-05-29,07:43,Lifting,Building Site,Exclusion zone around lift not maintained.,Near Miss,7.9,LOW,Clear,Day,92,0,3
INC-0373,2024-05-31,19:59,Confined Space,Electrical Room,No standby attendant present during confined space work.,Near Miss,62.7,HIGH,Clear,Night,63,0,6
INC-0413,2024-06-01,08:38,Working at Height,Roof,Worker observed near roof edge without guardrail.,Minor,51.2,HIGH,Windy,Day,70,0,6
INC-0379,2024-06-01,14:46,Vehicle Movement,Road/Access Area,Vehicle reversing without a spotter present.,Moderate,32.9,MEDIUM,Rain,Day,89,0,6
INC-0445,2024-06-01,15:17,Electrical Work,Building Site,Improper lockout/tagout procedure observed.,Near Miss,44.8,MEDIUM,Clear,Day,72,0,11
INC-0016,2024-06-02,18:46,Excavation,Road/Access Area,Inadequate barricading around excavation area.,Major,69.0,CRITICAL,Adverse,Day,64,0,4
INC-0230,2024-06-05,16:29,Welding,Warehouse,Welding conducted near flammable materials.,Moderate,40.3,MEDIUM,Windy,Day,82,0,7
INC-0458,2024-06-05,13:26,Lifting,Warehouse,Exclusion zone around lift not maintained.,Moderate,55.8,HIGH,Adverse,Day,64,0,7
INC-0119,2024-06-06,22:33,Lifting,Warehouse,Rigging inspection not completed before lift.,Minor,37.4,MEDIUM,Windy,Night,58,0,4
INC-0008,2024-06-09,21:47,Housekeeping,Warehouse,Tools left in walking path after task completion.,Minor,31.8,MEDIUM,Clear,Night,63,0,7
INC-0253,2024-06-09,07:38,Vehicle Movement,Road/Access Area,Blind spot hazard noted at site access road.,Minor,28.6,MEDIUM,Clear,Day,92,0,8
INC-0448,2024-06-12,14:45,Lifting,Loading Area,Improper lifting zone setup observed.,Minor,49.2,HIGH,Rain,Day,79,0,10
INC-0040,2024-06-13,21:06,Material Handling,Warehouse,Manual handling of heavy load without mechanical aid.,Moderate,36.7,MEDIUM,Clear,Night,61,0,3
INC-0154,2024-06-14,13:45,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Minor,53.0,HIGH,Adverse,Day,81,0,7
INC-0059,2024-06-16,11:16,Excavation,Excavation Area,Excavation walls showing signs of instability.,Near Miss,52.9,HIGH,Clear,Day,77,2,7
INC-0306,2024-06-21,15:32,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Minor,56.0,HIGH,Clear,Day,74,1,6
INC-0188,2024-06-21,17:16,Material Handling,Loading Area,Improper storage of materials near a walkway.,Minor,21.5,LOW,Clear,Day,80,0,4
INC-0087,2024-06-22,11:24,Electrical Work,Electrical Room,Improper lockout/tagout procedure observed.,Moderate,69.3,CRITICAL,Windy,Day,100,1,6
INC-0283,2024-06-23,12:39,Material Handling,Warehouse,Stacked materials observed in an unstable configuration.,Major,38.2,MEDIUM,Adverse,Day,79,0,4
INC-0457,2024-06-24,22:06,Working at Height,Building Site,Worker observed near roof edge without guardrail.,Minor,67.6,CRITICAL,Rain,Night,47,0,4
INC-0204,2024-06-25,20:28,Material Handling,Warehouse,Obstructed walkway due to stored materials.,Major,15.6,LOW,Clear,Night,78,0,9
INC-0229,2024-06-25,20:35,Housekeeping,Building Site,Obstruction observed blocking emergency access route.,Near Miss,19.8,LOW,Windy,Night,90,0,9
INC-0380,2024-06-27,13:28,Electrical Work,Building Site,Damaged electrical cable observed.,Minor,21.7,LOW,Clear,Day,100,0,4
INC-0013,2024-06-28,08:35,Lifting,Building Site,Improper lifting zone setup observed.,Near Miss,45.5,MEDIUM,Rain,Day,82,0,10
INC-0286,2024-06-28,11:01,Lifting,Building Site,Load exceeded rated capacity of lifting equipment.,Near Miss,38.9,MEDIUM,Clear,Day,71,0,8
INC-0313,2024-06-29,16:54,Scaffolding,Scaffolding Area,Missing guardrail on scaffold platform.,Near Miss,50.6,HIGH,Clear,Day,61,0,4
INC-0015,2024-06-29,20:01,Scaffolding,Scaffolding Area,Incomplete scaffold tagging system observed.,Minor,46.1,MEDIUM,Clear,Night,65,0,6
INC-0334,2024-06-29,11:08,Lifting,Warehouse,Exclusion zone around lift not maintained.,Minor,15.3,LOW,Clear,Day,95,0,9
INC-0187,2024-06-30,11:11,Welding,Warehouse,Welding screen missing in shared work area.,Near Miss,34.9,MEDIUM,Rain,Day,83,0,10
INC-0442,2024-07-01,20:02,Confined Space,Excavation Area,Confined space entry without atmospheric testing.,Moderate,57.6,HIGH,Adverse,Night,86,0,5
INC-0342,2024-07-02,09:19,Material Handling,Loading Area,Manual handling of heavy load without mechanical aid.,Minor,18.1,LOW,Clear,Day,87,0,6
INC-0374,2024-07-02,14:56,Electrical Work,Electrical Room,Damaged electrical cable observed.,Minor,43.9,MEDIUM,Clear,Day,89,1,6
INC-0397,2024-07-04,09:21,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Moderate,51.2,HIGH,Clear,Day,76,0,13
INC-0098,2024-07-05,06:45,Vehicle Movement,Loading Area,Blind spot hazard noted at site access road.,Minor,16.6,LOW,Clear,Day,87,0,3
INC-0079,2024-07-07,14:43,Lifting,Building Site,Exclusion zone around lift not maintained.,Near Miss,23.6,LOW,Clear,Day,91,0,7
INC-0427,2024-07-09,11:33,Lifting,Building Site,Load exceeded rated capacity of lifting equipment.,Near Miss,56.2,HIGH,Clear,Day,50,1,12
INC-0331,2024-07-10,16:17,Material Handling,Warehouse,Manual handling of heavy load without mechanical aid.,Moderate,20.6,LOW,Windy,Day,85,0,10
INC-0169,2024-07-10,19:59,Confined Space,Excavation Area,No standby attendant present during confined space work.,Moderate,81.8,CRITICAL,Adverse,Night,91,2,13
INC-0496,2024-07-11,12:39,Scaffolding,Building Site,Incomplete scaffold tagging system observed.,Minor,48.7,HIGH,Clear,Day,64,0,8
INC-0270,2024-07-12,09:44,Excavation,Road/Access Area,Excavation walls showing signs of instability.,Near Miss,53.1,HIGH,Windy,Day,65,0,7
INC-0418,2024-07-13,13:34,Housekeeping,Building Site,Obstruction observed blocking emergency access route.,Near Miss,26.9,LOW,Clear,Day,70,0,3
INC-0333,2024-07-13,13:40,Excavation,Excavation Area,Excavation walls showing signs of instability.,Minor,52.2,HIGH,Clear,Day,63,0,1
INC-0446,2024-07-13,20:51,Confined Space,Electrical Room,Confined space entry without atmospheric testing.,Minor,51.5,HIGH,Clear,Night,55,0,6
INC-0436,2024-07-14,11:45,Vehicle Movement,Loading Area,Vehicle reversing without a spotter present.,Near Miss,30.9,MEDIUM,Rain,Day,78,0,4
INC-0127,2024-07-14,16:37,Electrical Work,Electrical Room,Improper lockout/tagout procedure observed.,Minor,36.3,MEDIUM,Clear,Day,100,1,2
INC-0153,2024-07-15,20:23,Scaffolding,Building Site,Missing guardrail on scaffold platform.,Minor,63.3,HIGH,Rain,Night,62,1,4
INC-0492,2024-07-15,15:09,Welding,Building Site,Welding conducted near flammable materials.,Minor,65.4,CRITICAL,Windy,Day,55,1,1
INC-0010,2024-07-16,10:57,Housekeeping,Warehouse,Spilled material not cleaned up promptly.,Near Miss,13.9,LOW,Rain,Day,78,0,5
INC-0078,2024-07-16,21:47,Housekeeping,Building Site,Obstruction observed blocking emergency access route.,Near Miss,27.1,LOW,Clear,Night,64,0,11
INC-0149,2024-07-21,10:30,Lifting,Warehouse,Exclusion zone around lift not maintained.,Moderate,31.2,MEDIUM,Rain,Day,85,0,3
INC-0019,2024-07-22,10:15,Vehicle Movement,Loading Area,Pedestrian and vehicle routes not segregated.,Moderate,48.0,HIGH,Adverse,Day,99,1,4
INC-0135,2024-07-24,13:27,Working at Height,Roof,Unprotected edge observed during elevated work.,Near Miss,29.1,MEDIUM,Clear,Day,97,0,4
INC-0439,2024-07-25,07:14,Welding,Warehouse,Inadequate ventilation observed during welding task.,Near Miss,28.5,MEDIUM,Clear,Day,65,0,3
INC-0401,2024-07-25,12:45,Confined Space,Electrical Room,Ventilation equipment not in place for confined space entry.,Minor,59.7,HIGH,Clear,Day,82,0,9
INC-0267,2024-07-26,12:52,Confined Space,Electrical Room,No standby attendant present during confined space work.,Major,49.0,HIGH,Clear,Day,79,0,3
