incident_id,date,time,activity_type,location_type,description,severity,risk_score,risk_level,weather,shift,ppe_compliance_pct,previous_incidents_30d,crew_size
INC-0392,2025-04-22,10:57,Vehicle Movement,Road/Access Area,Blind spot hazard noted at site access road.,Minor,35.1,MEDIUM,Rain,Day,81,0,2
INC-0189,2024-11-26,10:04,Welding,Building Site,Fire watch not posted during hot work.,Minor,44.6,MEDIUM,Clear,Day,77,1,7
INC-0173,2024-01-15,07:38,Confined Space,Electrical Room,No standby attendant present during confined space work.,Moderate,41.1,MEDIUM,Clear,Day,73,0,1
INC-0072,2024-01-23,18:27,Excavation,Road/Access Area,Excavation walls showing signs of instability.,Near Miss,32.8,MEDIUM,Clear,Day,94,2,3
INC-0204,2024-06-25,20:28,Material Handling,Warehouse,Obstructed walkway due to stored materials.,Major,15.6,LOW,Clear,Night,78,0,9
INC-0344,2025-03-08,21:18,Working at Height,Scaffolding Area,Unprotected edge observed during elevated work.,Near Miss,36.2,MEDIUM,Clear,Night,78,0,5
INC-0022,2024-03-08,23:18,Confined Space,Electrical Room,No standby attendant present during confined space work.,Minor,51.4,HIGH,Clear,Night,93,1,6
INC-0339,2024-05-06,15:03,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Moderate,46.6,MEDIUM,Rain,Day,75,0,7
INC-0330,2025-04-06,17:30,Confined Space,Excavation Area,Confined space entry without atmospheric testing.,Major,51.3,HIGH,Clear,Day,85,1,1
INC-0468,2024-11-17,21:26,Electrical Work,Electrical Room,Live electrical panel left unlocked and unattended.,Near Miss,52.8,HIGH,Rain,Night,84,0,11
INC-0482,2024-12-09,16:30,Excavation,Road/Access Area,No safe access/egress ladder provided in trench.,Minor,83.1,CRITICAL,Adverse,Day,68,2,8
INC-0029,2025-03-30,14:05,Vehicle Movement,Road/Access Area,Vehicle reversing without a spotter present.,Moderate,22.8,LOW,Clear,Day,85,0,2
INC-0184,2025-04-08,15:17,Excavation,Excavation Area,Excavation walls showing signs of instability.,Near Miss,37.3,MEDIUM,Adverse,Day,87,0,6
INC-0133,2025-03-17,14:58,Working at Height,Scaffolding Area,Fall arrest harness not properly anchored.,Moderate,87.3,CRITICAL,Adverse,Day,65,1,1
INC-0169,2024-07-10,19:59,Confined Space,Excavation Area,No standby attendant present during confined space work.,Moderate,81.8,CRITICAL,Adverse,Night,91,2,13
INC-0043,2025-01-15,11:12,Housekeeping,Warehouse,Tools left in walking path after task completion.,Near Miss,50.3,HIGH,Adverse,Day,91,2,6
INC-0107,2024-12-10,21:54,Excavation,Excavation Area,Excavation walls showing signs of instability.,Minor,56.7,HIGH,Windy,Night,65,0,8
INC-0274,2024-02-24,13:56,Housekeeping,Building Site,Spilled material not cleaned up promptly.,Near Miss,18.2,LOW,Rain,Day,82,0,3
INC-0363,2024-08-15,08:12,Housekeeping,Warehouse,Tools left in walking path after task completion.,Near Miss,6.7,LOW,Clear,Day,90,0,7
INC-0050,2025-05-16,09:47,Lifting,Building Site,Improper lifting zone setup observed.,Moderate,48.6,HIGH,Rain,Day,83,1,6
INC-0032,2025-05-14,11:32,Material Handling,Warehouse,Obstructed walkway due to stored materials.,Near Miss,46.6,MEDIUM,Clear,Day,64,0,9
INC-0349,2025-02-15,06:32,Electrical Work,Electrical Room,Exposed wiring near a wet work area.,Minor,76.0,CRITICAL,Windy,Day,55,3,4
INC-0067,2025-06-27,06:23,Electrical Work,Building Site,Damaged electrical cable observed.,Minor,35.1,MEDIUM,Windy,Day,74,0,7
INC-0426,2024-11-17,08:26,Housekeeping,Warehouse,Tools left in walking path after task completion.,Near Miss,8.1,LOW,Windy,Day,92,0,2
INC-0148,2024-12-19,21:38,Material Handling,Loading Area,Obstructed walkway due to stored materials.,Near Miss,23.2,LOW,Clear,Night,71,0,7
INC-0272,2024-04-05,12:46,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Minor,39.4,MEDIUM,Clear,Day,87,0,7
INC-0118,2024-03-15,17:23,Confined Space,Excavation Area,Emergency retrieval system not set up before entry.,Minor,37.1,MEDIUM,Clear,Day,95,0,8
INC-0152,2024-10-26,11:28,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Near Miss,43.5,MEDIUM,Clear,Day,82,0,5
INC-0335,2024-08-19,12:27,Excavation,Excavation Area,No safe access/egress ladder provided in trench.,Major,52.1,HIGH,Adverse,Day,89,0,5
INC-0075,2024-05-04,12:02,Electrical Work,Building Site,Live electrical panel left unlocked and unattended.,Major,49.0,HIGH,Clear,Day,45,0,3
INC-0121,2025-01-03,06:12,Excavation,Road/Access Area,No safe access/egress ladder provided in trench.,Near Miss,35.4,MEDIUM,Clear,Day,86,0,8
INC-0113,2024-01-29,20:47,Lifting,Loading Area,Improper lifting zone setup observed.,Minor,34.6,MEDIUM,Rain,Night,98,0,7
INC-0385,2024-01-11,21:54,Lifting,Loading Area,Improper lifting zone setup observed.,Moderate,35.2,MEDIUM,Clear,Night,75,0,11
INC-0387,2024-03-13,22:48,Electrical Work,Building Site,Exposed wiring near a wet work area.,Near Miss,49.8,HIGH,Clear,Night,40,0,6
INC-0139,2025-06-11,12:17,Confined Space,Electrical Room,Confined space entry without atmospheric testing.,Near Miss,62.0,HIGH,Windy,Day,76,0,8
INC-0291,2025-04-25,15:19,Electrical Work,Building Site,Improper lockout/tagout procedure observed.,Minor,54.0,HIGH,Clear,Day,61,0,10
INC-0375,2024-02-12,22:05,Excavation,Road/Access Area,No safe access/egress ladder provided in trench.,Major,40.4,MEDIUM,Rain,Night,86,0,10
INC-0286,2024-06-28,11:01,Lifting,Building Site,Load exceeded rated capacity of lifting equipment.,Near Miss,38.9,MEDIUM,Clear,Day,71,0,8
INC-0129,2024-04-26,12:15,Housekeeping,Warehouse,Tools left in walking path after task completion.,Minor,22.9,LOW,Clear,Day,72,1,6
INC-0177,2024-05-22,16:50,Housekeeping,Building Site,Tools left in walking path after task completion.,Near Miss,26.3,LOW,Clear,Day,59,0,3
INC-0383,2025-01-19,16:01,Housekeeping,Warehouse,Spilled material not cleaned up promptly.,Near Miss,12.9,LOW,Clear,Day,93,1,8
INC-0225,2024-03-09,19:43,Confined Space,Excavation Area,Confined space entry without atmospheric testing.,Moderate,48.1,HIGH,Rain,Night,99,0,3
INC-0183,2024-04-01,11:38,Excavation,Road/Access Area,Spoil pile placed too close to excavation edge.,Near Miss,47.7,MEDIUM,Rain,Day,75,0,4
INC-0348,2024-11-05,13:40,Electrical Work,Building Site,Damaged electrical cable observed.,Moderate,58.2,HIGH,Clear,Day,80,0,9
INC-0346,2025-02-12,16:12,Scaffolding,Building Site,Scaffold access partially obstructed.,Moderate,42.4,MEDIUM,Clear,Day,57,0,8
INC-0213,2025-05-21,11:46,Confined Space,Electrical Room,Confined space entry without atmospheric testing.,Major,61.3,HIGH,Adverse,Day,81,1,8
INC-0062,2025-06-21,09:24,Housekeeping,Building Site,Tools left in walking path after task completion.,Major,39.7,MEDIUM,Clear,Day,60,1,4
INC-0457,2024-06-24,22:06,Working at Height,Building Site,Worker observed near roof edge without guardrail.,Minor,67.6,CRITICAL,Rain,Night,47,0,4
INC-0049,2024-12-21,10:32,Electrical Work,Electrical Room,Improper lockout/tagout procedure observed.,Moderate,44.3,MEDIUM,Clear,Day,85,1,5
INC-0263,2024-08-16,19:27,Vehicle Movement,Loading Area,Vehicle reversing without a spotter present.,Moderate,47.0,MEDIUM,Rain,Night,89,1,12
INC-0123,2024-04-05,08:19,Electrical Work,Electrical Room,Improper lockout/tagout procedure observed.,Major,57.3,HIGH,Rain,Day,64,0,4
INC-0396,2025-06-23,13:25,Working at Height,Building Site,Unprotected edge observed during elevated work.,Major,65.5,CRITICAL,Clear,Day,64,0,1
INC-0013,2024-06-28,08:35,Lifting,Building Site,Improper lifting zone setup observed.,Near Miss,45.5,MEDIUM,Rain,Day,82,0,10
INC-0057,2024-09-20,10:30,Confined Space,Electrical Room,No standby attendant present during confined space work.,Moderate,41.1,MEDIUM,Clear,Day,90,0,7
INC-0436,2024-07-14,11:45,Vehicle Movement,Loading Area,Vehicle reversing without a spotter present.,Near Miss,30.9,MEDIUM,Rain,Day,78,0,4
INC-0427,2024-07-09,11:33,Lifting,Building Site,Load exceeded rated capacity of lifting equipment.,Near Miss,56.2,HIGH,Clear,Day,50,1,12
INC-0299,2025-01-15,22:56,Material Handling,Warehouse,Stacked materials observed in an unstable configuration.,Moderate,35.0,MEDIUM,Clear,Night,75,1,6
INC-0380,2024-06-27,13:28,Electrical Work,Building Site,Damaged electrical cable observed.,Minor,21.7,LOW,Clear,Day,100,0,4
INC-0407,2025-05-08,11:33,Electrical Work,Electrical Room,Improper lockout/tagout procedure observed.,Minor,41.8,MEDIUM,Clear,Day,84,0,10
INC-0313,2024-06-29,16:54,Scaffolding,Scaffolding Area,Missing guardrail on scaffold platform.,Near Miss,50.6,HIGH,Clear,Day,61,0,4
INC-0111,2024-05-27,21:06,Electrical Work,Building Site,Damaged electrical cable observed.,Minor,44.8,MEDIUM,Windy,Night,83,0,7
INC-0157,2024-08-06,22:56,Lifting,Warehouse,Improper lifting zone setup observed.,Minor,45.3,MEDIUM,Adverse,Night,100,1,8
INC-0035,2024-12-01,19:34,Electrical Work,Building Site,Improper lockout/tagout procedure observed.,Moderate,48.4,HIGH,Adverse,Night,80,0,3
INC-0377,2025-02-28,07:00,Welding,Building Site,Inadequate ventilation observed during welding task.,Near Miss,25.7,LOW,Clear,Day,88,0,5
INC-0431,2024-05-07,23:45,Housekeeping,Warehouse,Obstruction observed blocking emergency access route.,Moderate,9.7,LOW,Clear,Night,80,0,2
INC-0185,2024-12-14,10:12,Excavation,Excavation Area,Excavation walls showing signs of instability.,Major,47.2,MEDIUM,Clear,Day,89,3,7
INC-0485,2025-01-13,10:13,Housekeeping,Building Site,Obstruction observed blocking emergency access route.,Major,46.4,MEDIUM,Rain,Day,65,1,1
INC-0219,2024-11-16,21:09,Working at Height,Building Site,Unprotected edge observed during elevated work.,Minor,47.7,MEDIUM,Clear,Night,83,0,6
INC-0109,2025-04-14,06:20,Welding,Building Site,Inadequate ventilation observed during welding task.,Near Miss,26.5,LOW,Clear,Day,77,0,4
INC-0021,2025-01-04,18:41,Excavation,Road/Access Area,Inadequate barricading around excavation area.,Near Miss,16.6,LOW,Clear,Day,85,0,6
INC-0231,2025-06-21,07:34,Welding,Warehouse,Inadequate ventilation observed during welding task.,Near Miss,10.1,LOW,Clear,Day,89,0,6
INC-0297,2024-10-26,16:39,Housekeeping,Building Site,Tools left in walking path after task completion.,Minor,29.9,MEDIUM,Clear,Day,70,1,8
INC-0495,2025-05-16,10:51,Welding,Building Site,Welding conducted near flammable materials.,Near Miss,56.1,HIGH,Clear,Day,66,0,3
INC-0294,2024-11-18,20:19,Material Handling,Warehouse,Obstructed walkway due to stored materials.,Moderate,50.6,HIGH,Clear,Night,70,3,2
INC-0418,2024-07-13,13:34,Housekeeping,Building Site,Obstruction observed blocking emergency access route.,Near Miss,26.9,LOW,Clear,Day,70,0,3
INC-0040,2024-06-13,21:06,Material Handling,Warehouse,Manual handling of heavy load without mechanical aid.,Moderate,36.7,MEDIUM,Clear,Night,61,0,3
INC-0056,2025-04-04,11:40,Lifting,Loading Area,Rigging inspection not completed before lift.,Minor,45.7,MEDIUM,Clear,Day,44,0,1
INC-0384,2024-12-03,23:12,Vehicle Movement,Loading Area,Vehicle reversing without a spotter present.,Minor,42.6,MEDIUM,Clear,Night,66,0,5
INC-0358,2024-05-14,10:39,Scaffolding,Scaffolding Area,Scaffold access partially obstructed.,Near Miss,42.6,MEDIUM,Clear,Day,69,0,5
INC-0069,2024-05-08,20:31,Electrical Work,Electrical Room,Live electrical panel left unlocked and unattended.,Moderate,46.7,MEDIUM,Windy,Night,66,0,5
INC-0479,2024-08-13,08:35,Electrical Work,Electrical Room,Exposed wiring near a wet work area.,Moderate,41.0,MEDIUM,Rain,Day,86,0,3
INC-0381,2024-01-22,10:40,Electrical Work,Building Site,Exposed wiring near a wet work area.,Near Miss,24.1,LOW,Clear,Day,93,0,9
INC-0024,2025-03-03,09:49,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Minor,79.2,CRITICAL,Windy,Day,67,1,1
INC-0404,2024-04-08,22:25,Electrical Work,Building Site,Exposed wiring near a wet work area.,Minor,39.2,MEDIUM,Clear,Night,83,0,3
INC-0334,2024-06-29,11:08,Lifting,Warehouse,Exclusion zone around lift not maintained.,Minor,15.3,LOW,Clear,Day,95,0,9
INC-0156,2024-10-27,15:13,Confined Space,Excavation Area,Emergency retrieval system not set up before entry.,Near Miss,32.8,MEDIUM,Clear,Day,89,0,6
INC-0293,2025-05-12,22:09,Material Handling,Loading Area,Stacked materials observed in an unstable configuration.,Near Miss,39.7,MEDIUM,Windy,Night,84,1,6
INC-0336,2025-01-08,21:26,Scaffolding,Building Site,"Scaffold base observed on uneven, unstable ground.",Moderate,21.9,LOW,Clear,Night,87,0,8
INC-0453,2024-12-26,14:33,Excavation,Road/Access Area,No safe access/egress ladder provided in trench.,Near Miss,56.6,HIGH,Windy,Day,75,1,6
INC-0015,2024-06-29,20:01,Scaffolding,Scaffolding Area,Incomplete scaffold tagging system observed.,Minor,46.1,MEDIUM,Clear,Night,65,0,6
INC-0460,2024-01-29,08:10,Lifting,Loading Area,Rigging inspection not completed before lift.,Moderate,54.0,HIGH,Clear,Day,62,0,6
INC-0481,2024-12-23,06:12,Electrical Work,Electrical Room,Damaged electrical cable observed.,Moderate,39.9,MEDIUM,Clear,Day,75,0,6
INC-0275,2025-04-28,22:21,Material Handling,Warehouse,Manual handling of heavy load without mechanical aid.,Moderate,44.9,MEDIUM,Rain,Night,37,0,5
INC-0446,2024-07-13,20:51,Confined Space,Electrical Room,Confined space entry without atmospheric testing.,Minor,51.5,HIGH,Clear,Night,55,0,6
INC-0251,2024-12-10,12:41,Confined Space,Electrical Room,No standby attendant present during confined space work.,Moderate,59.8,HIGH,Windy,Day,84,2,3
INC-0117,2024-04-29,18:07,Material Handling,Warehouse,Stacked materials observed in an unstable configuration.,Moderate,35.2,MEDIUM,Adverse,Day,80,0,1
INC-0141,2024-09-05,19:23,Excavation,Road/Access Area,Excavation walls showing signs of instability.,Minor,38.8,MEDIUM,Clear,Night,100,1,1
INC-0409,2024-09-20,13:53,Welding,Warehouse,Fire watch not posted during hot work.,Moderate,59.5,HIGH,Adverse,Day,59,1,3
INC-0143,2024-03-24,19:34,Vehicle Movement,Road/Access Area,Pedestrian and vehicle routes not segregated.,Near Miss,37.6,MEDIUM,Clear,Night,58,0,5
INC-0357,2025-06-27,14:17,Excavation,Excavation Area,Excavation walls showing signs of instability.,Minor,53.5,HIGH,Adverse,Day,87,0,4
INC-0076,2024-01-06,07:06,Electrical Work,Electrical Room,Damaged electrical cable observed.,Near Miss,43.4,MEDIUM,Rain,Day,88,0,6
INC-0500,2025-04-27,08:09,Working at Height,Roof,Worker observed near roof edge without guardrail.,Minor,51.0,HIGH,Clear,Day,97,1,1
INC-0179,2024-03-14,13:40,Housekeeping,Building Site,Tools left in walking path after task completion.,Minor,0.8,LOW,Clear,Day,100,0,2
INC-0248,2024-09-28,16:57,Housekeeping,Building Site,Spilled material not cleaned up promptly.,Minor,42.4,MEDIUM,Adverse,Day,65,0,8
INC-0045,2025-01-21,16:11,Material Handling,Loading Area,Stacked materials observed in an unstable configuration.,Near Miss,49.5,HIGH,Rain,Day,64,0,5
INC-0333,2024-07-13,13:40,Excavation,Excavation Area,Excavation walls showing signs of instability.,Minor,52.2,HIGH,Clear,Day,63,0,1
INC-0374,2024-07-02,14:56,Electrical Work,Electrical Room,Damaged electrical cable observed.,Minor,43.9,MEDIUM,Clear,Day,89,1,6
INC-0031,2024-09-17,10:22,Housekeeping,Building Site,Debris accumulation observed in walkway.,Near Miss,21.3,LOW,Clear,Day,82,0,4
INC-0306,2024-06-21,15:32,Confined Space,Excavation Area,Ventilation equipment not in place for confined space entry.,Minor,56.0,HIGH,Clear,Day,74,1,6
INC-0170,2025-06-18,20:46,Scaffolding,Scaffolding Area,"Scaffold base observed on uneven, unstable ground.",Minor,48.9,HIGH,Clear,Night,84,1,5
INC-0307,2024-01-26,22:15,Confined Space,Electrical Room,Emergency retrieval system not set up before entry.,Moderate,99.7,CRITICAL,Adverse,Night,49,3,10
INC-0240,2024-02-28,19:04,Material Handling,Loading Area,Stacked materials observed in an unstable configuration.,Moderate,48.3,HIGH,Rain,Night,74,0,13
INC-0010,2024-07-16,10:57,Housekeeping,Warehouse,Spilled material not cleaned up promptly.,Near Miss,13.9,LOW,Rain,Day,78,0,5
INC-0224,2024-10-11,20:03,Scaffolding,Scaffolding Area,Missing guardrail on scaffold platform.,Moderate,37.3,MEDIUM,Clear,Night,81,0,9
INC-0205,2024-08-18,23:58,Working at Height,Roof,Worker observed near roof edge without guardrail.,Moderate,53.3,HIGH,Clear,Night,82,0,4
INC-0188,2024-06-21,17:16,Material Handling,Loading Area,Improper storage of materials near a walkway.,Minor,21.5,LOW,Clear,Day,80,0,4
INC-0210,2024-01-08,09:02,Electrical Work,Electrical Room,Live electrical panel left unlocked and unattended.,Near Miss,44.7,MEDIUM,Clear,Day,75,0,8
INC-0488,2025-05-16,22:09,Scaffolding,Scaffolding Area,"Scaffold base observed on uneven, unstable ground.",Minor,55.0,HIGH,Clear,Night,66,1,8
INC-0295,2025-05-22,08:39,Vehicle Movement,Road/Access Area,Pedestrian and vehicle routes not segregated.,Moderate,38.1,MEDIUM,Rain,Day,71,0,6
INC-0347,2025-03-20,10:23,Welding,Building Site,Fire watch not posted during hot work.,Moderate,40.3,MEDIUM,Rain,Day,47,0,6
INC-0223,2024-04-17,10:23,Vehicle Movement,Loading Area,Vehicle reversing without a spotter present.,Minor,38.7,MEDIUM,Clear,Day,65,0,6
INC-0037,2025-02-19,21:18,Electrical Work,Building Site,Exposed wiring near a wet work area.,Minor,28.9,MEDIUM,Clear,Night,92,0,6
INC-0014,2025-06-06,06:04,Confined Space,Excavation Area,Confined space entry without atmospheric testing.,Moderate,60.9,HIGH,Windy,Day,59,0,5
INC-0239,2024-05-14,23:19,Excavation,Road/Access Area,Inadequate barricading around excavation area.,Minor,58.1,HIGH,Rain,Night,79,1,2
INC-0444,2024-12-22,14:49,Vehicle Movement,Road/Access Area,Vehicle reversing without a spotter present.,Near Miss,30.0,MEDIUM,Windy,Day,77,0,1
INC-0411,2025-03-09,16:02,Lifting,Building Site,Improper lifting zone setup observed.,Minor,40.8,MEDIUM,Clear,Day,79,1,3
INC-0415,2024-03-10,21:55,Lifting,Building Site,Rigging inspection not completed before lift.,Minor,44.8,MEDIUM,Rain,Night,81,1,9
INC-0269,2024-05-14,18:13,Working at Height,Building Site,Unprotected edge observed during elevated work.,Major,53.2,HIGH,Adverse,Day,72,0,13
INC-0342,2024-07-02,09:19,Material Handling,Loading Area,Manual handling of heavy load without mechanical aid.,Minor,18.1,LOW,Clear,Day,87,0,6
INC-0449,2024-10-31,16:14,Housekeeping,Warehouse,Obstruction observed blocking emergency access route.,Minor,7.5,LOW,Clear,Day,85,1,9
INC-0192,2025-01-22,14:36,Excavation,Excavation Area,Inadequate barricading around excavation area.,Moderate,71.2,CRITICAL,Clear,Day,64,1,1
INC-0371,2025-01-29,14:12,Scaffolding,Building Site,Missing guardrail on scaffold platform.,Moderate,70.8,CRITICAL,Rain,Day,74,3,6
INC-0216,2024-11-04,18:15,Confined Space,Electrical Room,Ventilation equipment not in place for confined space entry.,Major,58.0,HIGH,Clear,Day,79,0,12
INC-0329,2024-02-04,19:05,Excavation,Excavation Area,Excavation walls showing signs of instability.,Near Miss,33.9,MEDIUM,Windy,Night,88,0,8
INC-0095,2024-09-24,23:26,Excavation,Excavation Area,Excavation walls showing signs of instability.,Moderate,52.8,HIGH,Clear,Night,81,1,5
INC-0137,2024-01-20,21:57,Scaffolding,Scaffolding Area,Missing guardrail on scaffold platform.,Major,42.3,MEDIUM,Rain,Night,76,0,7
INC-0221,2024-05-18,13:02,Excavation,Excavation Area,Spoil pile placed too close to excavation edge.,Near Miss,48.4,HIGH,Clear,Day,75,0,7
INC-0466,2024-09-17,21:58,Confined Space,Excavation Area,Confined space entry without atmospheric testing.,Moderate,55.9,HIGH,Rain,Night,74,0,6
INC-0115,2024-08-25,10:39,Housekeeping,Warehouse,Obstruction observed blocking emergency access route.,Near Miss,25.3,LOW,Clear,Day,65,0,6
INC-0266,2025-04-10,22:17,Scaffolding,Building Site,"Scaffold base observed on uneven, unstable ground.",Minor,26.5,LOW,Clear,Night,100,0,3
INC-0408,2024-10-09,17:46,Electrical Work,Electrical Room,Live electrical panel left unlocked and unattended.,Major,57.6,HIGH,Windy,Day,90,1,6
INC-0471,2024-12-02,17:11,Working at Height,Roof,Worker observed near roof edge without guardrail.,Near Miss,45.0,MEDIUM,Adverse,Day,91,0,2
INC-0190,2024-03-22,07:43,Electrical Work,Building Site,Improper lockout/tagout procedure observed.,Major,77.1,CRITICAL,Adverse,Day,76,2,4
INC-0001,2025-02-18,23:27,Working at Height,Scaffolding Area,Worker observed near roof edge without guardrail.,Near Miss,34.8,MEDIUM,Clear,Night,94,0,2
INC-0273,2025-04-01,11:47,Lifting,Loading Area,Exclusion zone around lift not maintained.,Moderate,26.8,LOW,Clear,Day,76,0,1
INC-0271,2024-10-29,13:27,Vehicle Movement,Loading Area,Vehicle reversing without a spotter present.,Near Miss,40.1,MEDIUM,Clear,Day,75,0,4
INC-0088,2024-03-12,06:20,Working at Height,Building Site,Ladder used beyond recommended height without stabilization.,Minor,42.4,MEDIUM,Windy,Day,93,0,6
INC-0227,2024-02-21,07:11,Confined Space,Electrical Room,Ventilation equipment not in place for confined space entry.,Major,67.7,CRITICAL,Clear,Day,60,1,3
INC-0401,2024-07-25,12:45,Confined Space,Electrical Room,Ventilation equipment not in place for confined space entry.,Minor,59.7,HIGH,Clear,Day,82,0,9
INC-0130,2024-08-01,18:00,Material Handling,Loading Area,Improper storage of materials near a walkway.,Minor,28.6,MEDIUM,Windy,Day,88,0,10
INC-0296,2024-11-26,21:03,Welding,Warehouse,Fire watch not posted during hot work.,Minor,63.3,HIGH,Rain,Night,46,0,11
INC-0108,2024-09-18,22:38,Housekeeping,Building Site,Obstruction observed blocking emergency access route.,Near Miss,44.4,MEDIUM,Adverse,Night,61,1,6
INC-0282,2024-05-13,17:13,Electrical Work,Electrical Room,Exposed wiring near a wet work area.,Minor,36.4,MEDIUM,Clear,Day,73,0,2
INC-0217,2024-04-02,20:15,Welding,Warehouse,Fire watch not posted during hot work.,Moderate,57.2,HIGH,Adverse,Night,68,0,6
INC-0284,2024-02-26,16:24,Housekeeping,Warehouse,Spilled material not cleaned up promptly.,Near Miss,12.2,LOW,Rain,Day,88,0,7
INC-0498,2024-11-23,10:50,Working at Height,Roof,Fall arrest harness not properly anchored.,Major,69.2,CRITICAL,Rain,Day,67,0,7
INC-0318,2024-08-15,20:06,Material Handling,Loading Area,Improper storage of materials near a walkway.,Near Miss,52.4,HIGH,Adverse,Night,69,0,8
INC-0165,2025-03-02,13:51,Housekeeping,Warehouse,Debris accumulation observed in walkway.,Major,51.2,HIGH,Adverse,Day,68,0,6
INC-0386,2025-05-21,23:39,Electrical Work,Building Site,Exposed wiring near a wet work area.,Near Miss,53.7,HIGH,Clear,Night,89,3,2
INC-0237,2025-02-19,10:44,Electrical Work,Building Site,Live electrical panel left unlocked and unattended.,Near Miss,72.4,CRITICAL,Adverse,Day,83,0,4
INC-0063,2024-01-21,10:06,Working at Height,Scaffolding Area,Unprotected edge observed during elevated work.,Near Miss,53.2,HIGH,Clear,Day,70,2,8
INC-0016,2024-06-02,18:46,Excavation,Road/Access Area,Inadequate barricading around excavation area.,Major,69.0,CRITICAL,Adverse,Day,64,0,4
INC-0246,2024-04-15,10:30,Vehicle Movement,Loading Area,Pedestrian and vehicle routes not segregated.,Major,41.7,MEDIUM,Rain,Day,100,0,6
INC-0324,2024-05-04,10:57,Lifting,Loading Area,Improper lifting zone setup observed.,Moderate,38.2,MEDIUM,Clear,Day,69,0,1
INC-0250,2024-04-27,23:22,Scaffolding,Scaffolding Area,Incomplete scaffold tagging system observed.,Minor,35.9,MEDIUM,Clear,Night,77,0,3
INC-0135,2024-07-24,13:27,Working at Height,Roof,Unprotected edge observed during elevated work.,Near Miss,29.1,MEDIUM,Clear,Day,97,0,4
INC-0120,2024-05-21,07:49,Excavation,Road/Access Area,No safe access/egress ladder provided in trench.,Moderate,41.0,MEDIUM,Rain,Day,74,0,1
INC-0242,2025-06-05,11:26,Scaffolding,Building Site,Scaffold access partially obstructed.,Moderate,49.7,HIGH,Adverse,Day,57,0,8
INC-0061,2025-06-12,16:44,Electrical Work,Building Site,Live electrical panel left unlocked and unattended.,Near Miss,38.4,MEDIUM,Clear,Day,62,0,6
INC-0469,2024-05-21,08:18,Lifting,Building Site,Load exceeded rated capacity of lifting equipment.,Minor,36.9,MEDIUM,Clear,Day,99,0,4
INC-0077,2025-04-10,17:46,Confined Space,Electrical Room,No standby attendant present during confined space work.,Minor,80.6,CRITICAL,Clear,Day,64,1,6
INC-0370,2024-05-15,13:56,Material Handling,Loading Area,Obstructed walkway due to stored materials.,Moderate,52.7,HIGH,Adverse,Day,100,1,1
INC-0100,2025-01-30,14:35,Confined Space,Excavation Area,No standby attendant present during confined space work.,Major,76.7,CRITICAL,Clear,Day,83,2,3
